taxon	sequenceID	host_sci_name	name	clade
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1241	1241	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1243	1243	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1248	1248	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1251	1251	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1253	1253	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1255	1255	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1261	1261	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1268	1268	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1269	1269	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1273	1273	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1278	1278	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/128	128	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1280	1280	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1282	1282	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1283	1283	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1284	1284	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1286	1286	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1289	1289	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1292	1292	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1295	1295	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1296	1296	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1298	1298	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1304	1304	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1308	1308	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1309	1309	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1353	1353	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1355	1355	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1361	1361	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1363	1363	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1364	1364	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1368	1368	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1371	1371	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1372	1372	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1390	1390	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1397	1397	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1403	1403	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1409	1409	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/141	141	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1412	1412	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1418	1418	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/1431	1431	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/145	145	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/154	154	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/161	161	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/163	163	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/169	169	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/177	177	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/178	178	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/186	186	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/22	22	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/223	223	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/227	227	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/231	231	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/234	234	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/236	236	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/239	239	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/243	243	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/251	251	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/256	256	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/257	257	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/261	261	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/267	267	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/269	269	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/273	273	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/283	283	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/288	288	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/29	29	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/293	293	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/296	296	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/297	297	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/304	304	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/305	305	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/316	316	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/317	317	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/32	32	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/347	347	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/354	354	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/36	36	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/361	361	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/362	362	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/363	363	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/372	372	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/375	375	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/38	38	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/381	381	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/389	389	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/40	40	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/401	401	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/402	402	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/41	41	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/430	430	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/435	435	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/439	439	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/44	44	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/440	440	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/452	452	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/453	453	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/456	456	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/457	457	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/472	472	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/49	49	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/502	502	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/503	503	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/504	504	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/505	505	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/51	51	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/513	513	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/514	514	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/521	521	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/524	524	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/530	530	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/535	535	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/536	536	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/543	543	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/556	556	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/564	564	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/565	565	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/568	568	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/569	569	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/573	573	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/575	575	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/582	582	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/584	584	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/610	610	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/617	617	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/618	618	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/620	620	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/622	622	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/629	629	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/633	633	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/640	640	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/642	642	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/643	643	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/648	648	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/654	654	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/657	657	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/66	66	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/663	663	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/664	664	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/672	672	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/673	673	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/675	675	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/682	682	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/692	692	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/7	7	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/700	700	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/706	706	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/708	708	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/713	713	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/714	714	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/73	73	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/744	744	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/763	763	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/79	79	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/810	810	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/818	818	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/821	821	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/822	822	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/825	825	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/832	832	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/835	835	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/836	836	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/837	837	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/838	838	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/839	839	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/840	840	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/845	845	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/846	846	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/848	848	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/849	849	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/850	850	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/851	851	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/852	852	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/853	853	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/854	854	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/856	856	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/857	857	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/864	864	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/869	869	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/870	870	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/878	878	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/88	88	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/894	894	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/896	896	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/897	897	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/900	900	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/901	901	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/903	903	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/909	909	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/915	915	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/935	935	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/941	941	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/949	949	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/95	95	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/956	956	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/968	968	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/971	971	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/976	976	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/987	987	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/988	988	-	-	-
alignment/AL_A3Z1_UNCONSTRAINED/member/fasta-digs-msa/989	989	-	-	-
